Catarrhini	6	89859750	91818665	1	Hedgehog	s858	scaffold00383
Catarrhini	6	23850941	29718892	1	Shrew	s924	scaffold00004
Catarrhini	6	29718892	29834300	-1	Goat	4	chr4
Catarrhini	6	59721701	62768745	1	Rat	6	chr6
Catarrhini	6	114498123	154185554	1	Rhesus macaque	3	chr3
Catarrhini	6	0	6088446	1	Gorilla	7	chr7
Catarrhini	6	5340546	6088446	1	Rat	12	chr12
Catarrhini	6	5340546	6088446	1	Guinea pig	s785	scaffold_30
Catarrhini	6	113518935	113989217	1	Opossum	8	chr8
Catarrhini	6	39647573	69970975	-1	Rabbit	10	chr10
Catarrhini	6	6088446	8233741	-1	Rat	12	chr12
Catarrhini	6	76556530	97439005	-1	Human	7	chr7
Catarrhini	6	69970975	90925461	1	Rabbit	10	chr10
Catarrhini	6	30394336	37619777	-1	Dog	18	chr18
Catarrhini	6	35766870	36430762	-1	Cow	4	chr4
Catarrhini	6	17401486	29718892	-1	Gorilla	7	chr7
Catarrhini	6	104772582	105177899	-1	Horse	4	chr4
Catarrhini	6	97439005	154185554	1	Human	7	chr7
Catarrhini	6	49454684	86507911	-1	Chicken	2	chr2
Catarrhini	6	104858373	105281830	-1	Dog	14	chr14
Catarrhini	6	112862022	154185554	1	Goat	4	chr4
Catarrhini	6	5340546	5771499	-1	Opossum	6	chr6
Catarrhini	6	104900485	105330996	1	Cow	4	chr4
Catarrhini	6	2760375	5340546	1	Opossum	6	chr6
Catarrhini	6	87818604	89859750	-1	Hedgehog	s857	scaffold00462
Catarrhini	6	51052425	52030333	1	Hedgehog	s836	scaffold00808
Catarrhini	6	88421231	112902486	1	Marmoset	8	chr8
Catarrhini	6	7011349	8147624	1	Pika	s901	scaffold00162
Catarrhini	6	48622790	49501895	-1	Guinea pig	s794	scaffold_30
Catarrhini	6	30394336	35377365	1	Goat	4	chr4
Catarrhini	6	0	6088446	1	Human	7	chr7
Catarrhini	6	39647573	72040922	1	Pika	s905	scaffold00013
Catarrhini	6	5340546	5943852	1	Cow	25	chr25
Catarrhini	6	57970005	84033327	-1	Goat	4	chr4
Catarrhini	6	21120823	30314834	-1	Dog	18	chr18
Catarrhini	6	5340546	5535299	1	Pig	3	chr3
Catarrhini	6	9794096	12708137	1	Opossum	2	chr2
Catarrhini	6	106894037	146611803	1	Mouse	6	chr6
Catarrhini	6	12982525	21353491	-1	Shrew	s922	scaffold00089
Catarrhini	6	17727933	21435463	-1	Hedgehog	s823	scaffold00453
Catarrhini	6	114498123	118829348	-1	Hedgehog	s868	scaffold00257
Catarrhini	6	128067196	137181522	-1	Pika	s912	scaffold00069
Catarrhini	6	2329287	5340546	-1	Marmoset	2	chr2
Catarrhini	6	12708137	17401486	-1	Opossum	2	chr2
Catarrhini	6	12982525	17401486	-1	Rabbit	6	chr6
Catarrhini	6	21100159	51180677	-1	Marmoset	8	chr8
Catarrhini	6	33774386	38463410	1	Hedgehog	s829	scaffold00243
Catarrhini	6	47498723	50676323	-1	Rat	8	chr8
Catarrhini	6	9484359	15630242	1	Hedgehog	s821	scaffold00083
Catarrhini	6	104868311	105235975	1	Pig	18	chr18
Catarrhini	6	138628899	154185554	1	Chicken	2	chr2
Catarrhini	6	106836763	126063940	1	Guinea pig	s800	scaffold_11
Catarrhini	6	130194815	147023280	-1	Guinea pig	s802	scaffold_10
Catarrhini	6	102510589	106769797	-1	Rat	6	chr6
Catarrhini	6	4692580	5340546	1	Guinea pig	s784	scaffold_30
Catarrhini	6	0	5340546	1	Chimpanzee	7	chr7
Catarrhini	6	37619777	39647573	1	Dog	16	chr16
Catarrhini	6	6088446	9554934	-1	Shrew	s919	scaffold00105
Catarrhini	6	47331437	50888398	-1	Mouse	9	chr9
Catarrhini	6	29718892	30394336	1	Rat	14	chr14
Catarrhini	6	6088446	12982525	1	Tenrec	s806	scaffold00022
Catarrhini	6	43854903	58896932	1	Pig	18	chr18
Catarrhini	6	75125245	76556530	1	Hedgehog	s850	scaffold00645
Catarrhini	6	46432380	49542247	-1	Hedgehog	s833	scaffold00203
Catarrhini	6	0	5340546	-1	Hedgehog	s815	scaffold00260
Catarrhini	6	149071574	154185554	-1	Rabbit	13	chr13
Catarrhini	6	5340546	6088446	-1	Mouse	5	chr5
Catarrhini	6	5957933	21120823	-1	Dog	6	chr6
Catarrhini	6	7801410	8263230	1	Opossum	6	chr6
Catarrhini	6	152947912	154185554	-1	Elephant	s897	scaffold_15
Catarrhini	6	106769797	147081795	1	Rat	4	chr4
Catarrhini	6	86756139	99805118	-1	Rat	4	chr4
Catarrhini	6	33946810	35766870	1	Cow	4	chr4
Catarrhini	6	17401486	17727933	-1	Chicken	19	chr19
Catarrhini	6	29718892	30394336	-1	Orangutan	7	chr7
Catarrhini	6	29984571	30051173	-1	Cow	4	chr4
Catarrhini	6	22302343	29718892	1	Guinea pig	s789	scaffold_66
Catarrhini	6	103446777	104900485	-1	Cow	4	chr4
Catarrhini	6	0	5340546	-1	Goat	25	chr25
Catarrhini	6	138179609	139678953	1	Hedgehog	s875	scaffold00536
Catarrhini	6	53423536	64354788	1	Shrew	s932	scaffold00012
Catarrhini	6	90925461	91535589	1	Rabbit	2	chr2
Catarrhini	6	0	5340546	-1	Cow	25	chr25
Catarrhini	6	23675845	29718892	-1	Pig	9	chr9
Catarrhini	6	31197083	35782249	1	Guinea pig	s791	scaffold_102
Catarrhini	6	12982525	17727933	-1	Orangutan	7	chr7
Catarrhini	6	5930145	21100159	-1	Marmoset	2	chr2
Catarrhini	6	144957914	154185554	1	Dog	16	chr16
Catarrhini	6	86461820	103142182	1	Pig	9	chr9
Catarrhini	6	29834300	30394336	1	Goat	4	chr4
Catarrhini	6	64354788	84281527	-1	Shrew	s933	scaffold00005
Catarrhini	6	35757651	36460467	1	Goat	4	chr4
Catarrhini	6	86195617	86756139	1	Rat	4	chr4
Catarrhini	6	5340546	6088446	-1	Tenrec	s805	scaffold00022
Catarrhini	6	98767382	101240391	-1	Hedgehog	s864	scaffold00324
Catarrhini	6	29718892	31197083	-1	Guinea pig	s790	scaffold_102
Catarrhini	6	80612637	99921721	1	Mouse	5	chr5
Catarrhini	6	102858950	129505227	-1	Chicken	1	chr1
Catarrhini	6	12982525	17401486	1	Human	7	chr7
Catarrhini	6	76556530	97439005	-1	Gorilla	7	chr7
Catarrhini	6	11388111	11857581	-1	Chicken	19	chr19
Catarrhini	6	97439005	154185554	1	Gorilla	7	chr7
Catarrhini	6	145866707	152307088	1	Pika	s915	scaffold00092
Catarrhini	6	91535589	107011567	1	Rabbit	7	chr7
Catarrhini	6	112616162	113518935	-1	Opossum	8	chr8
Catarrhini	6	23790782	29984571	1	Cow	4	chr4
Catarrhini	6	21435463	24831697	1	Hedgehog	s824	scaffold00788
Catarrhini	6	30394336	37486361	-1	Chicken	2	chr2
Catarrhini	6	118226622	130139274	-1	Dog	14	chr14
Catarrhini	6	9020007	10729471	1	Elephant	s885	scaffold_45
Catarrhini	6	5340546	6088446	-1	Pika	s899	scaffold00148
Catarrhini	6	29718892	30394336	-1	Hedgehog	s826	scaffold00791
Catarrhini	6	39647573	43854903	1	Hedgehog	s831	scaffold00025
Catarrhini	6	97439005	98767382	-1	Hedgehog	s863	scaffold00610
Catarrhini	6	99921721	102286425	-1	Mouse	12	chr12
Catarrhini	6	46785723	93316099	-1	Horse	4	chr4
Catarrhini	6	6088446	22812951	-1	Goat	25	chr25
Catarrhini	6	6088446	7923345	1	Chicken	14	chr14
Catarrhini	6	21353491	23850941	-1	Shrew	s923	scaffold00004
Catarrhini	6	86507911	102858950	1	Chicken	1	chr1
Catarrhini	6	51325138	53423536	1	Shrew	s931	scaffold00024
Catarrhini	6	151340337	154185554	-1	Hedgehog	s879	scaffold00373
Catarrhini	6	0	5340546	-1	Rat	12	chr12
Catarrhini	6	64531107	65837790	-1	Hedgehog	s842	scaffold00664
Catarrhini	6	39647573	43854903	1	Chimpanzee	7	chr7
Catarrhini	6	82659333	84027605	1	Cow	4	chr4
Catarrhini	6	21065660	30330868	-1	Elephant	s887	scaffold_5
Catarrhini	6	7650983	9020007	-1	Elephant	s884	scaffold_152
Catarrhini	6	144047327	149071574	1	Rabbit	13	chr13
Catarrhini	6	95854359	97439005	1	Hedgehog	s862	scaffold00493
Catarrhini	6	30330868	30394336	1	Elephant	s888	scaffold_5
Catarrhini	6	6088446	17401486	1	Pig	3	chr3
Catarrhini	6	68641776	71627785	-1	Hedgehog	s845	scaffold00345
Catarrhini	6	59274862	62858913	-1	Hedgehog	s840	scaffold00223
Catarrhini	6	148073957	152947912	1	Elephant	s896	scaffold_98
Catarrhini	6	39647573	51325138	-1	Shrew	s930	scaffold00024
Catarrhini	6	30362343	30394336	-1	Opossum	6	chr6
Catarrhini	6	8903527	9496209	-1	Rat	12	chr12
Catarrhini	6	5771499	6088446	-1	Pig	3	chr3
Catarrhini	6	146918267	154185554	-1	Pig	18	chr18
Catarrhini	6	43854903	46432380	-1	Hedgehog	s832	scaffold00025
Catarrhini	6	5340546	5906987	1	Horse	13	chr13
Catarrhini	6	99805118	102510589	-1	Rat	6	chr6
Catarrhini	6	30394336	35499644	1	Rabbit	10	chr10
Catarrhini	6	15406332	17727933	1	Rat	12	chr12
Catarrhini	6	5943852	5983696	-1	Cow	25	chr25
Catarrhini	6	39647573	46076698	-1	Opossum	6	chr6
Catarrhini	6	84033327	86180626	-1	Goat	4	chr4
Catarrhini	6	94256034	94859975	1	Hedgehog	s860	scaffold00919
Catarrhini	6	49184690	50991243	1	Opossum	6	chr6
Catarrhini	6	58896932	86461820	-1	Pig	9	chr9
Catarrhini	6	84685569	112616162	1	Opossum	8	chr8
Catarrhini	6	76556530	84685569	-1	Opossum	8	chr8
Catarrhini	6	35956073	38986238	-1	Shrew	s928	scaffold00004
Catarrhini	6	86180626	94842542	1	Goat	4	chr4
Catarrhini	6	65837790	66967133	-1	Hedgehog	s843	scaffold00729
Catarrhini	6	8548444	11388111	1	Chicken	19	chr19
Catarrhini	6	112902486	154185554	-1	Marmoset	8	chr8
Catarrhini	6	0	5340546	-1	Horse	13	chr13
Catarrhini	6	84281527	88160140	-1	Shrew	s934	scaffold00005
Catarrhini	6	70470613	86195617	-1	Rat	4	chr4
Catarrhini	6	105235975	140680815	-1	Pig	18	chr18
Catarrhini	6	6088446	10729471	1	Chimpanzee	7	chr7
Catarrhini	6	105177899	154185554	1	Horse	4	chr4
Catarrhini	6	7923345	8548444	1	Chicken	14	chr14
Catarrhini	6	17727933	23675845	1	Pig	3	chr3
Catarrhini	6	39647573	48622790	-1	Guinea pig	s793	scaffold_30
Catarrhini	6	17727933	29718892	1	Orangutan	7	chr7
Catarrhini	6	88660338	103654401	-1	Dog	18	chr18
Catarrhini	6	37486361	45891319	-1	Chicken	2	chr2
Catarrhini	6	11388111	12982525	-1	Orangutan	7	chr7
Catarrhini	6	143456703	154185554	1	Tenrec	s814	scaffold00012
Catarrhini	6	29718892	30394336	1	Mouse	11	chr11
Catarrhini	6	102286425	106894037	-1	Mouse	12	chr12
Catarrhini	6	127476276	133231897	1	Rabbit	7	chr7
Catarrhini	6	0	5340546	1	Elephant	s880	scaffold_45
Catarrhini	6	5340546	89859750	1	Rhesus macaque	3	chr3
Catarrhini	6	29933098	35455099	-1	Pig	9	chr9
Catarrhini	6	18938588	19725397	-1	Opossum	4	chr4
Catarrhini	6	17401486	18938588	1	Opossum	2	chr2
Catarrhini	6	97439005	154185554	1	Chimpanzee	7	chr7
Catarrhini	6	46201746	88660338	-1	Dog	14	chr14
Catarrhini	6	5340546	5771499	-1	Chimpanzee	7	chr7
Catarrhini	6	21142417	30324425	-1	Horse	4	chr4
Catarrhini	6	24831697	29718892	-1	Hedgehog	s825	scaffold00791
Catarrhini	6	12982525	22302343	-1	Guinea pig	s788	scaffold_66
Catarrhini	6	60760374	70900700	1	Guinea pig	s797	scaffold_31
Catarrhini	6	101240391	103620974	-1	Hedgehog	s865	scaffold00372
Catarrhini	6	87405068	87818604	-1	Hedgehog	s856	scaffold01127
Catarrhini	6	12982525	17401486	1	Chimpanzee	7	chr7
Catarrhini	6	17727933	29718892	1	Tenrec	s807	scaffold00031
Catarrhini	6	128970153	136027478	-1	Elephant	s893	scaffold_83
Catarrhini	6	58276563	82659333	-1	Cow	4	chr4
Catarrhini	6	105330996	113054907	-1	Cow	4	chr4
Catarrhini	6	143841942	145863941	1	Hedgehog	s877	scaffold00575
Catarrhini	6	5340546	5930145	1	Marmoset	2	chr2
Catarrhini	6	145863941	151340337	1	Hedgehog	s878	scaffold00175
Catarrhini	6	54386977	57053627	1	Hedgehog	s838	scaffold00321
Catarrhini	6	10729471	12982525	-1	Chimpanzee	7	chr7
Catarrhini	6	49501895	51013224	1	Guinea pig	s795	scaffold_30
Catarrhini	6	152892360	154185554	-1	Rat	6	chr6
Catarrhini	6	62768745	70470613	1	Rat	6	chr6
Catarrhini	6	8031649	17727933	-1	Mouse	5	chr5
Catarrhini	6	5340546	5902384	1	Dog	6	chr6
Catarrhini	6	45168644	57970005	1	Goat	4	chr4
Catarrhini	6	2150382	4692580	-1	Guinea pig	s783	scaffold_30
Catarrhini	6	99888966	103382201	-1	Pika	s908	scaffold00124
Catarrhini	6	50991243	70449678	1	Opossum	8	chr8
Catarrhini	6	30051173	33618684	1	Cow	4	chr4
Catarrhini	6	0	2329287	-1	Marmoset	2	chr2
Catarrhini	6	127173546	131727916	1	Hedgehog	s872	scaffold00229
Catarrhini	6	29718892	30394336	1	Human	7	chr7
Catarrhini	6	36460467	45168644	1	Goat	4	chr4
Catarrhini	6	5923969	7650983	1	Elephant	s883	scaffold_45
Catarrhini	6	94859975	95854359	1	Hedgehog	s861	scaffold00750
Catarrhini	6	39647573	49272675	-1	Tenrec	s810	scaffold00031
Catarrhini	6	113989217	114321808	-1	Opossum	8	chr8
Catarrhini	6	113989217	114498123	-1	Rhesus macaque	3	chr3
Catarrhini	6	6088446	12579561	-1	Guinea pig	s786	scaffold_30
Catarrhini	6	11388111	12982525	1	Human	7	chr7
Catarrhini	6	17727933	29718892	-1	Mouse	11	chr11
Catarrhini	6	129505227	138628899	-1	Chicken	1	chr1
Catarrhini	6	0	5340546	1	Pig	3	chr3
Catarrhini	6	89859750	113989217	1	Rhesus macaque	3	chr3
Catarrhini	6	57053627	59274862	-1	Hedgehog	s839	scaffold00415
Catarrhini	6	88494128	119565820	-1	Shrew	s936	scaffold00005
Catarrhini	6	103217805	104772582	1	Horse	4	chr4
Catarrhini	6	6088446	10729471	-1	Rabbit	6	chr6
Catarrhini	6	6088446	10729471	1	Gorilla	7	chr7
Catarrhini	6	76556530	77790914	1	Hedgehog	s851	scaffold00602
Catarrhini	6	124463674	128970153	-1	Elephant	s892	scaffold_101
Catarrhini	6	105281830	118226622	1	Dog	14	chr14
Catarrhini	6	142668595	145866707	-1	Pika	s914	scaffold00069
Catarrhini	6	7943008	9484359	-1	Hedgehog	s820	scaffold00759
Catarrhini	6	6088446	6812625	1	Hedgehog	s818	scaffold01100
Catarrhini	6	93316099	103217805	1	Horse	4	chr4
Catarrhini	6	6812625	7943008	1	Hedgehog	s819	scaffold00912
Catarrhini	6	10729471	21065660	-1	Elephant	s886	scaffold_45
Catarrhini	6	105384291	112862022	-1	Goat	4	chr4
Catarrhini	6	9511928	9794096	-1	Opossum	2	chr2
Catarrhini	6	22812951	29718892	1	Goat	22	chr22
Catarrhini	6	17401486	29718892	-1	Human	7	chr7
Catarrhini	6	50676323	59721701	-1	Rat	4	chr4
Catarrhini	6	123477050	127173546	1	Hedgehog	s871	scaffold00294
Catarrhini	6	146611803	152788050	1	Mouse	5	chr5
Catarrhini	6	5975703	7344791	-1	Horse	13	chr13
Catarrhini	6	11388111	12982525	1	Gorilla	7	chr7
Catarrhini	6	30394336	154185554	1	Orangutan	7	chr7
Catarrhini	6	88160140	88494128	-1	Shrew	s935	scaffold00005
Catarrhini	6	35005326	35956073	1	Shrew	s927	scaffold00093
Catarrhini	6	73372547	74373351	-1	Hedgehog	s848	scaffold00871
Catarrhini	6	133231897	136108922	1	Rabbit	7	chr7
Catarrhini	6	74373351	75125245	1	Hedgehog	s849	scaffold00871
Catarrhini	6	152307088	154185554	1	Pika	s916	scaffold00140
Catarrhini	6	5340546	5771499	-1	Chicken	14	chr14
Catarrhini	6	45622865	58276563	1	Cow	4	chr4
Catarrhini	6	62760809	70353234	1	Mouse	12	chr12
Catarrhini	6	43854903	76556530	-1	Chimpanzee	7	chr7
Catarrhini	6	147023280	154185554	1	Guinea pig	s803	scaffold_32
Catarrhini	6	136108922	144047327	-1	Rabbit	7	chr7
Catarrhini	6	30394336	39647573	-1	Rat	14	chr14
Catarrhini	6	62858913	64531107	-1	Hedgehog	s841	scaffold00587
Catarrhini	6	6088446	10729471	1	Human	7	chr7
Catarrhini	6	35377365	35757651	-1	Goat	4	chr4
Catarrhini	6	7344791	21142417	1	Horse	13	chr13
Catarrhini	6	38307945	39647573	-1	Elephant	s890	scaffold_63
Catarrhini	6	6088446	7011349	1	Pika	s900	scaffold00148
Catarrhini	6	38463410	39647573	1	Hedgehog	s830	scaffold00238
Catarrhini	6	79416252	83670965	-1	Hedgehog	s853	scaffold00180
Catarrhini	6	152788050	154185554	-1	Mouse	12	chr12
Catarrhini	6	8263230	9511928	-1	Opossum	2	chr2
Catarrhini	6	134633699	138179609	1	Hedgehog	s874	scaffold00301
Catarrhini	6	36430762	45622865	1	Cow	4	chr4
Catarrhini	6	35782249	39647573	1	Guinea pig	s792	scaffold_66
Catarrhini	6	5906987	5975703	-1	Horse	13	chr13
Catarrhini	6	0	5340546	-1	Dog	6	chr6
Catarrhini	6	113054907	154185554	1	Cow	4	chr4
Catarrhini	6	30394336	38307945	-1	Elephant	s889	scaffold_5
Catarrhini	6	30394336	39647573	-1	Mouse	11	chr11
Catarrhini	6	5793012	6088446	-1	Hedgehog	s817	scaffold00260
Catarrhini	6	103382201	104380807	1	Pika	s909	scaffold00164
Catarrhini	6	35455099	43854903	1	Pig	18	chr18
Catarrhini	6	46076698	49184690	-1	Opossum	6	chr6
Catarrhini	6	0	5340546	1	Chicken	14	chr14
Catarrhini	6	72541781	73372547	-1	Hedgehog	s847	scaffold00905
Catarrhini	6	29718892	30394336	1	Gorilla	7	chr7
Catarrhini	6	77790914	79416252	1	Hedgehog	s852	scaffold00571
Catarrhini	6	0	2340800	1	Opossum	6	chr6
Catarrhini	6	103654401	104858373	1	Dog	14	chr14
Catarrhini	6	30394336	76556530	-1	Gorilla	7	chr7
Catarrhini	6	86647321	103446777	1	Cow	4	chr4
Catarrhini	6	114321808	154185554	1	Opossum	8	chr8
Catarrhini	6	121191541	123477050	1	Hedgehog	s870	scaffold00555
Catarrhini	6	2340800	2570724	1	Opossum	6	chr6
Catarrhini	6	30394336	76556530	-1	Human	7	chr7
Catarrhini	6	5885510	5923969	1	Elephant	s882	scaffold_45
Catarrhini	6	66967133	68641776	1	Hedgehog	s844	scaffold00567
Catarrhini	6	29718892	29933098	1	Pig	9	chr9
Catarrhini	6	147081795	152892360	-1	Rat	4	chr4
Catarrhini	6	0	5340546	-1	Pika	s898	scaffold00109
Catarrhini	6	14792973	15406332	-1	Rat	12	chr12
Catarrhini	6	103620974	110953297	1	Hedgehog	s866	scaffold00048
Catarrhini	6	10729471	11388111	-1	Human	7	chr7
Catarrhini	6	30394336	46785723	-1	Horse	4	chr4
Catarrhini	6	30796421	33774386	-1	Hedgehog	s828	scaffold00362
Catarrhini	6	11857581	17401486	-1	Chicken	19	chr19
Catarrhini	6	19725397	30362343	1	Opossum	6	chr6
Catarrhini	6	70449678	76556530	-1	Opossum	8	chr8
Catarrhini	6	39647573	47331437	1	Mouse	13	chr13
Catarrhini	6	20500993	23790782	1	Cow	22	chr22
Catarrhini	6	30394336	30796421	1	Hedgehog	s827	scaffold00791
Catarrhini	6	35499644	39647573	-1	Rabbit	10	chr10
Catarrhini	6	111101298	134887381	1	Tenrec	s812	scaffold00029
Catarrhini	6	2570724	2760375	-1	Opossum	6	chr6
Catarrhini	6	140680815	146918267	-1	Pig	9	chr9
Catarrhini	6	0	5340546	1	Mouse	5	chr5
Catarrhini	6	91818665	94256034	-1	Hedgehog	s859	scaffold00351
Catarrhini	6	12982525	17401486	1	Gorilla	7	chr7
Catarrhini	6	5340546	6088446	1	Shrew	s918	scaffold00105
Catarrhini	6	130139274	144957914	-1	Dog	16	chr16
Catarrhini	6	134887381	143456703	-1	Tenrec	s813	scaffold00083
Catarrhini	6	5902384	5957933	-1	Dog	6	chr6
Catarrhini	6	50284884	51052425	1	Hedgehog	s835	scaffold00502
Catarrhini	6	45891319	49454684	1	Chicken	2	chr2
Catarrhini	6	70900700	87646085	-1	Guinea pig	s798	scaffold_11
Catarrhini	6	6088446	7801410	1	Opossum	6	chr6
Catarrhini	6	136027478	141522003	-1	Elephant	s894	scaffold_91
Catarrhini	6	4692580	5340546	-1	Rhesus macaque	3	chr3
Catarrhini	6	17727933	29718892	-1	Rat	14	chr14
Catarrhini	6	15630242	17401486	1	Hedgehog	s822	scaffold00209
Catarrhini	6	39647573	46201746	1	Dog	18	chr18
Catarrhini	6	17727933	29718892	1	Pika	s903	scaffold00153
Catarrhini	6	17401486	39647573	-1	Chimpanzee	7	chr7
Catarrhini	6	52030333	54386977	1	Hedgehog	s837	scaffold00153
