Euarch	6	55722136	57184855	1	Hedgehog	s1095	scaffold00854
Euarch	6	121665202	123011792	1	Pika	s1159	scaffold00071
Euarch	6	121665202	123011792	-1	Rabbit	s1176	chr17
Euarch	6	83444499	121017409	-1	Pika	s1157	scaffold00003
Euarch	6	127869230	127997710	-1	Cow	21	chr21
Euarch	6	89351378	91361896	-1	Hedgehog	s1108	scaffold00405
Euarch	6	95503412	101066212	1	Hedgehog	s1116	scaffold00070
Euarch	6	59586826	62988574	-1	Cow	21	chr21
Euarch	6	142698327	148434700	-1	Pika	s1167	scaffold00059
Euarch	6	94283867	100960666	-1	Elephant	s1142	scaffold_80
Euarch	6	28689288	29464948	1	Hedgehog	s1079	scaffold00679
Euarch	6	49692403	50735833	-1	Opossum	1	chr1
Euarch	6	142211583	142698327	-1	Rhesus macaque	7	chr7
Euarch	6	13356070	34616412	1	Opossum	1	chr1
Euarch	6	131300901	132561605	1	Pika	s1164	scaffold00003
Euarch	6	61162388	62188884	1	Opossum	1	chr1
Euarch	6	125598884	152098420	-1	Dog	3	chr3
Euarch	6	13356070	45053683	-1	Guinea pig	s1034	scaffold_20
Euarch	6	47407213	48236598	1	Hedgehog	s1089	scaffold00848
Euarch	6	112336630	115105289	-1	Tenrec	s1060	scaffold00122
Euarch	6	101587556	102215828	1	Mouse	9	chr9
Euarch	6	130038171	130078236	-1	Elephant	s1147	scaffold_28
Euarch	6	52073697	52521147	1	Cow	10	chr10
Euarch	6	130558899	131300901	-1	Marmoset	6	chr6
Euarch	6	147742852	152383573	1	Rhesus macaque	7	chr7
Euarch	6	109715652	114228086	-1	Chicken	10	chr10
Euarch	6	0	43102971	1	Pika	s1153	scaffold00019
Euarch	6	40457186	42186435	1	Pig	1	chr1
Euarch	6	11248687	33171406	1	Rabbit	s1169	chr20
Euarch	6	144204755	145437418	-1	Tenrec	s1067	scaffold00153
Euarch	6	142698327	145437418	1	Chimpanzee	15	chr15
Euarch	6	147742852	152383573	1	Gorilla	15	chr15
Euarch	6	128221793	129683932	1	Goat	21	chr21
Euarch	6	128766134	130038171	-1	Gorilla	15	chr15
Euarch	6	131300901	135843583	-1	Rhesus macaque	7	chr7
Euarch	6	146819677	147742852	1	Human	15	chr15
Euarch	6	151672481	152383573	-1	Pig	15	chr15
Euarch	6	125598884	125937869	-1	Hedgehog	s1128	scaffold00001
Euarch	6	46736166	83444499	-1	Pika	s1156	scaffold00020
Euarch	6	148434700	151672481	1	Goat	21	chr21
Euarch	6	142211583	142698327	-1	Gorilla	15	chr15
Euarch	6	0	52073697	-1	Rhesus macaque	7	chr7
Euarch	6	59468664	79016129	-1	Goat	21	chr21
Euarch	6	129566852	130558899	-1	Cow	21	chr21
Euarch	6	130038171	130558899	-1	Human	15	chr15
Euarch	6	79016129	93762783	1	Cow	10	chr10
Euarch	6	102215828	125598884	-1	Mouse	9	chr9
Euarch	6	116948536	119231275	1	Shrew	s1192	scaffold00172
Euarch	6	124174139	130558899	1	Rhesus macaque	7	chr7
Euarch	6	79016129	94001206	1	Goat	10	chr10
Euarch	6	142211583	142698327	-1	Human	15	chr15
Euarch	6	125937869	130038171	-1	Marmoset	6	chr6
Euarch	6	0	6631454	-1	Shrew	s1178	scaffold00009
Euarch	6	93762783	94850184	1	Cow	21	chr21
Euarch	6	128766134	129021384	-1	Pig	7	chr7
Euarch	6	78205369	83444499	-1	Rhesus macaque	7	chr7
Euarch	6	41191777	42761011	1	Hedgehog	s1087	scaffold00498
Euarch	6	10851753	13356070	1	Guinea pig	s1033	scaffold_129
Euarch	6	59815457	61162388	1	Opossum	1	chr1
Euarch	6	69176867	69863331	1	Hedgehog	s1103	scaffold00981
Euarch	6	56783344	58783916	1	Opossum	1	chr1
Euarch	6	135843583	147742852	-1	Marmoset	6	chr6
Euarch	6	125598884	125937869	1	Chicken	10	chr10
Euarch	6	151672481	152383573	1	Guinea pig	s1054	scaffold_327
Euarch	6	126822022	128766134	-1	Horse	1	chr1
Euarch	6	135843583	142211583	1	Orangutan	15	chr15
Euarch	6	94001206	94954748	1	Goat	21	chr21
Euarch	6	52521147	126822022	-1	Horse	1	chr1
Euarch	6	142698327	145437418	1	Gorilla	15	chr15
Euarch	6	42792947	63019242	-1	Pig	1	chr1
Euarch	6	125598884	126822022	-1	Rat	8	chr8
Euarch	6	147742852	152383573	1	Orangutan	15	chr15
Euarch	6	130558899	145194604	1	Elephant	s1150	scaffold_28
Euarch	6	50735833	52073697	-1	Opossum	1	chr1
Euarch	6	148434700	152383573	1	Pika	s1168	scaffold00096
Euarch	6	13761051	52521147	-1	Goat	10	chr10
Euarch	6	130558899	131300901	1	Chicken	10	chr10
Euarch	6	63618061	63986023	1	Rabbit	s1174	chr17
Euarch	6	125763245	130558899	-1	Opossum	1	chr1
Euarch	6	124174139	125937869	-1	Goat	21	chr21
Euarch	6	5316194	40457186	-1	Pig	7	chr7
Euarch	6	118933361	130020443	1	Elephant	s1145	scaffold_28
Euarch	6	109793743	122233548	1	Opossum	1	chr1
Euarch	6	130038171	130558899	-1	Gorilla	15	chr15
Euarch	6	147742852	152383573	1	Marmoset	6	chr6
Euarch	6	59001274	62188884	-1	Hedgehog	s1098	scaffold00506
Euarch	6	91814765	92138518	1	Hedgehog	s1110	scaffold01203
Euarch	6	131300901	132561605	-1	Pig	7	chr7
Euarch	6	151672481	152383573	1	Cow	2	chr2
Euarch	6	121074488	122033114	1	Chicken	10	chr10
Euarch	6	27440178	28689288	-1	Hedgehog	s1078	scaffold00456
Euarch	6	93193932	107453591	1	Marmoset	10	chr10
Euarch	6	13356070	16842800	-1	Hedgehog	s1074	scaffold00317
Euarch	6	102651180	106908906	-1	Shrew	s1187	scaffold00004
Euarch	6	112336630	113832339	1	Guinea pig	s1043	scaffold_98
Euarch	6	135843583	142211583	-1	Goat	21	chr21
Euarch	6	106806966	109052884	1	Guinea pig	s1041	scaffold_155
Euarch	6	76393996	78205369	-1	Rhesus macaque	7	chr7
Euarch	6	142698327	145437418	1	Human	15	chr15
Euarch	6	62188884	63019242	-1	Rhesus macaque	18	chr18
Euarch	6	100960666	105107101	1	Elephant	s1143	scaffold_90
Euarch	6	126635716	128221793	1	Goat	21	chr21
Euarch	6	48236598	49470674	-1	Hedgehog	s1090	scaffold00641
Euarch	6	35734604	39932348	1	Rabbit	s1170	chr20
Euarch	6	13356070	81825433	-1	Dog	8	chr8
Euarch	6	135843583	142211583	1	Gorilla	15	chr15
Euarch	6	123011792	124174139	1	Guinea pig	s1049	scaffold_147
Euarch	6	40263651	45438516	-1	Rabbit	s1171	chr20
Euarch	6	39787070	41191777	-1	Hedgehog	s1086	scaffold00550
Euarch	6	0	93193932	-1	Marmoset	10	chr10
Euarch	6	142698327	144204755	-1	Tenrec	s1066	scaffold00042
Euarch	6	145437418	147742852	1	Chimpanzee	15	chr15
Euarch	6	52521147	59468664	-1	Goat	10	chr10
Euarch	6	63455706	79016129	-1	Cow	21	chr21
Euarch	6	92930431	112336630	1	Tenrec	s1059	scaffold00038
Euarch	6	95307283	115271656	-1	Goat	10	chr10
Euarch	6	124174139	124570627	-1	Chicken	10	chr10
Euarch	6	63019242	75800491	-1	Rhesus macaque	7	chr7
Euarch	6	105924240	109793743	-1	Opossum	1	chr1
Euarch	6	85569765	128766134	1	Gorilla	15	chr15
Euarch	6	10851753	13356070	-1	Opossum	1	chr1
Euarch	6	83444499	87179130	1	Hedgehog	s1106	scaffold00155
Euarch	6	147742852	152383573	1	Human	15	chr15
Euarch	6	145437418	146819677	-1	Human	15	chr15
Euarch	6	96345541	101587556	1	Chicken	10	chr10
Euarch	6	83444499	85569765	-1	Chimpanzee	15	chr15
Euarch	6	58783916	59815457	-1	Opossum	1	chr1
Euarch	6	124845941	125598884	1	Hedgehog	s1127	scaffold00279
Euarch	6	83444499	85569765	1	Chicken	5	chr5
Euarch	6	147742852	152383573	1	Chimpanzee	15	chr15
Euarch	6	130558899	131300901	1	Gorilla	15	chr15
Euarch	6	130038171	130185248	1	Goat	21	chr21
Euarch	6	0	46736166	-1	Rat	6	chr6
Euarch	6	148711307	152383573	1	Elephant	s1152	scaffold_95
Euarch	6	52929107	79016129	-1	Mouse	12	chr12
Euarch	6	101587556	102215828	1	Rat	8	chr8
Euarch	6	122905258	125598884	1	Opossum	1	chr1
Euarch	6	0	13743623	-1	Cow	21	chr21
Euarch	6	57824604	59001274	1	Hedgehog	s1097	scaffold00925
Euarch	6	73533747	78891614	1	Shrew	s1184	scaffold00110
Euarch	6	112695130	113563192	1	Shrew	s1189	scaffold00100
Euarch	6	69863331	75800491	1	Hedgehog	s1104	scaffold00061
Euarch	6	52521147	56783344	1	Opossum	1	chr1
Euarch	6	125598884	126822022	-1	Pika	s1161	scaffold00003
Euarch	6	145437418	146819677	-1	Rhesus macaque	7	chr7
Euarch	6	130558899	131300901	1	Chimpanzee	15	chr15
Euarch	6	125598884	125763245	1	Opossum	1	chr1
Euarch	6	38809926	39787070	1	Hedgehog	s1085	scaffold00726
Euarch	6	127997710	129566852	1	Cow	21	chr21
Euarch	6	128766134	130038171	-1	Human	15	chr15
Euarch	6	129021384	131300901	1	Pig	7	chr7
Euarch	6	142211583	142698327	1	Goat	21	chr21
Euarch	6	113563192	114482017	-1	Shrew	s1190	scaffold00082
Euarch	6	115271656	124174139	1	Goat	10	chr10
Euarch	6	101686049	102805588	1	Cow	10	chr10
Euarch	6	811658	4877992	1	Pig	7	chr7
Euarch	6	49470674	71847699	-1	Guinea pig	s1036	scaffold_23
Euarch	6	0	1232439	-1	Opossum	1	chr1
Euarch	6	42500059	42792947	1	Pig	1	chr1
Euarch	6	145437418	146819677	-1	Orangutan	15	chr15
Euarch	6	142211583	142698327	-1	Chimpanzee	15	chr15
Euarch	6	148434700	151672481	1	Cow	21	chr21
Euarch	6	125598884	126822022	1	Guinea pig	s1051	scaffold_190
Euarch	6	34616412	35123041	-1	Opossum	1	chr1
Euarch	6	94850184	95307283	1	Cow	10	chr10
Euarch	6	151672481	152383573	1	Goat	2	chr2
Euarch	6	104755559	106331001	-1	Hedgehog	s1119	scaffold00792
Euarch	6	123011792	125598884	-1	Pika	s1160	scaffold00071
Euarch	6	85569765	88704724	-1	Chicken	5	chr5
Euarch	6	121017409	121665202	-1	Pika	s1158	scaffold00071
Euarch	6	107865015	114325905	1	Hedgehog	s1121	scaffold00023
Euarch	6	0	83444499	-1	Orangutan	14	chr14
Euarch	6	146819677	147742852	1	Rhesus macaque	7	chr7
Euarch	6	132561605	142211583	-1	Pika	s1165	scaffold00059
Euarch	6	144960545	145437418	-1	Pig	1	chr1
Euarch	6	94954748	95307283	1	Goat	10	chr10
Euarch	6	52073697	52521147	1	Opossum	1	chr1
Euarch	6	93193932	94290768	-1	Hedgehog	s1114	scaffold00023
Euarch	6	43102971	45806265	1	Pika	s1154	scaffold00097
Euarch	6	115105289	125598884	1	Tenrec	s1061	scaffold00059
Euarch	6	125937869	126635716	-1	Goat	21	chr21
Euarch	6	145437418	151672481	-1	Pig	1	chr1
Euarch	6	0	46736166	-1	Mouse	12	chr12
Euarch	6	101066212	102706728	1	Hedgehog	s1117	scaffold00559
Euarch	6	137144223	142211583	-1	Pig	7	chr7
Euarch	6	107453591	125937869	1	Marmoset	10	chr10
Euarch	6	115286151	119126956	1	Cow	10	chr10
Euarch	6	126822022	152383573	-1	Rat	1	chr1
Euarch	6	23648234	25150839	-1	Hedgehog	s1076	scaffold00720
Euarch	6	63986023	79016129	-1	Chicken	5	chr5
Euarch	6	116948536	118139831	-1	Hedgehog	s1123	scaffold01021
Euarch	6	132561605	134999971	1	Pig	1	chr1
Euarch	6	45438516	45806265	-1	Rabbit	s1172	chr2
Euarch	6	93908632	95307283	-1	Chicken	10	chr10
Euarch	6	146819677	147742852	1	Tenrec	s1068	scaffold00007
Euarch	6	135843583	142211583	1	Chimpanzee	15	chr15
Euarch	6	102215828	125598884	-1	Rat	8	chr8
Euarch	6	131300901	135843583	1	Marmoset	6	chr6
Euarch	6	123866218	124845941	-1	Hedgehog	s1126	scaffold00990
Euarch	6	128766134	130038171	1	Hedgehog	s1129	scaffold00001
Euarch	6	119126956	124174139	1	Cow	10	chr10
Euarch	6	134999971	137144223	1	Pig	7	chr7
Euarch	6	142698327	144960545	1	Pig	1	chr1
Euarch	6	52378220	54306946	-1	Hedgehog	s1093	scaffold00570
Euarch	6	130558899	130622981	1	Cow	21	chr21
Euarch	6	0	83444499	-1	Gorilla	14	chr14
Euarch	6	142211583	142698327	-1	Shrew	s1198	scaffold00109
Euarch	6	83444499	92930431	1	Tenrec	s1058	scaffold00068
Euarch	6	83444499	101587556	1	Mouse	2	chr2
Euarch	6	83444499	125598884	1	Dog	30	chr30
Euarch	6	35123041	49692403	-1	Opossum	1	chr1
Euarch	6	147742852	152383573	1	Shrew	s1200	scaffold00107
Euarch	6	10851753	13356070	-1	Hedgehog	s1073	scaffold00416
Euarch	6	83444499	96161821	1	Opossum	1	chr1
Euarch	6	51734025	52378220	1	Hedgehog	s1092	scaffold00821
Euarch	6	9575916	79016129	-1	Elephant	s1138	scaffold_9
Euarch	6	113832339	114228086	1	Guinea pig	s1044	scaffold_5
Euarch	6	121665202	123011792	-1	Hedgehog	s1125	scaffold01077
Euarch	6	49470674	51734025	-1	Hedgehog	s1091	scaffold00336
Euarch	6	113189785	123866218	1	Rhesus macaque	7	chr7
Euarch	6	146819677	147742852	1	Orangutan	15	chr15
Euarch	6	146819677	147742852	-1	Goat	21	chr21
Euarch	6	128766134	152383573	1	Horse	1	chr1
Euarch	6	142211583	142698327	1	Tenrec	s1065	scaffold00042
Euarch	6	92138518	92473802	1	Hedgehog	s1111	scaffold01136
Euarch	6	79016129	83444499	1	Guinea pig	s1038	scaffold_13
Euarch	6	130558899	131300901	1	Rhesus macaque	7	chr7
Euarch	6	130078236	130527549	1	Elephant	s1148	scaffold_28
Euarch	6	99717725	101686049	-1	Cow	10	chr10
Euarch	6	83444499	95307283	1	Guinea pig	s1039	scaffold_10
Euarch	6	52073697	52521147	1	Rhesus macaque	8	chr8
Euarch	6	87179130	89351378	1	Hedgehog	s1107	scaffold00348
Euarch	6	142698327	145437418	1	Rhesus macaque	7	chr7
Euarch	6	63019242	79016129	-1	Rat	6	chr6
Euarch	6	79016129	81687950	-1	Elephant	s1139	scaffold_104
Euarch	6	42186435	42500059	-1	Pig	1	chr1
Euarch	6	34371946	35300903	-1	Hedgehog	s1082	scaffold00794
Euarch	6	106331001	107865015	-1	Hedgehog	s1120	scaffold00134
Euarch	6	128766134	130038171	-1	Chimpanzee	15	chr15
Euarch	6	45806265	46736166	1	Pika	s1155	scaffold00096
Euarch	6	85036507	115398341	-1	Pig	1	chr1
Euarch	6	130558899	131300901	-1	Shrew	s1195	scaffold00107
Euarch	6	114325905	116948536	1	Hedgehog	s1122	scaffold00591
Euarch	6	99252598	102651180	-1	Shrew	s1186	scaffold00050
Euarch	6	102215828	109715652	-1	Chicken	10	chr10
Euarch	6	125598884	130038171	-1	Shrew	s1194	scaffold00107
Euarch	6	131300901	135843583	-1	Chimpanzee	15	chr15
Euarch	6	88704724	89822913	-1	Chicken	5	chr5
Euarch	6	148434700	152383573	-1	Opossum	7	chr7
Euarch	6	6631454	10851753	-1	Shrew	s1179	scaffold00143
Euarch	6	130558899	131300901	-1	Pika	s1163	scaffold00003
Euarch	6	109052884	112336630	1	Guinea pig	s1042	scaffold_101
Euarch	6	83444499	85569765	-1	Gorilla	15	chr15
Euarch	6	83444499	94283867	1	Elephant	s1141	scaffold_64
Euarch	6	142211583	142698327	1	Pika	s1166	scaffold00059
Euarch	6	442623	9575916	-1	Hedgehog	s1071	scaffold00087
Euarch	6	46736166	52521147	-1	Rat	15	chr15
Euarch	6	0	83444499	-1	Human	14	chr14
Euarch	6	115398341	116948536	-1	Guinea pig	s1046	scaffold_101
Euarch	6	46736166	52521147	-1	Mouse	14	chr14
Euarch	6	130558899	131300901	1	Orangutan	15	chr15
Euarch	6	125598884	126822022	1	Tenrec	s1062	scaffold00007
Euarch	6	129683932	130038171	-1	Goat	21	chr21
Euarch	6	1232439	10851753	1	Opossum	1	chr1
Euarch	6	0	811658	-1	Pig	7	chr7
Euarch	6	146819677	147742852	-1	Cow	21	chr21
Euarch	6	36093895	38809926	1	Hedgehog	s1084	scaffold00281
Euarch	6	114228086	115163091	-1	Chicken	10	chr10
Euarch	6	95307283	99717725	-1	Cow	10	chr10
Euarch	6	145437418	146819677	-1	Gorilla	15	chr15
Euarch	6	31627520	34371946	1	Hedgehog	s1081	scaffold00381
Euarch	6	128766134	130038171	-1	Orangutan	15	chr15
Euarch	6	135843583	142211583	1	Shrew	s1197	scaffold00109
Euarch	6	9575916	83444499	-1	Tenrec	s1057	scaffold00005
Euarch	6	124174139	125748134	-1	Cow	21	chr21
Euarch	6	148434700	151672481	-1	Hedgehog	s1134	scaffold00298
Euarch	6	130038171	130558899	-1	Chimpanzee	15	chr15
Euarch	6	114482017	116948536	1	Shrew	s1191	scaffold00144
Euarch	6	151672481	152383573	-1	Tenrec	s1069	scaffold00007
Euarch	6	130020443	130038171	-1	Elephant	s1146	scaffold_28
Euarch	6	130038171	131300901	-1	Hedgehog	s1130	scaffold00001
Euarch	6	142211583	142602006	1	Pig	1	chr1
Euarch	6	126822022	130558899	1	Pika	s1162	scaffold00071
Euarch	6	126822022	148434700	1	Guinea pig	s1052	scaffold_10
Euarch	6	35300903	36093895	1	Hedgehog	s1083	scaffold00801
Euarch	6	146819677	147742852	1	Gorilla	15	chr15
Euarch	6	0	12095453	-1	Dog	8	chr8
Euarch	6	151672481	152383573	1	Hedgehog	s1135	scaffold00683
Euarch	6	10851753	30318892	-1	Shrew	s1180	scaffold00041
Euarch	6	64540480	67358894	-1	Hedgehog	s1101	scaffold00156
Euarch	6	135798472	135843583	1	Goat	21	chr21
Euarch	6	12095453	13356070	-1	Dog	8	chr8
Euarch	6	25150839	27440178	-1	Hedgehog	s1077	scaffold00510
Euarch	6	79016129	83444499	-1	Rat	15	chr15
Euarch	6	135843583	142211583	1	Rhesus macaque	7	chr7
Euarch	6	135843583	142211583	1	Human	15	chr15
Euarch	6	130038171	130558899	1	Marmoset	6	chr6
Euarch	6	83444499	85569765	-1	Rhesus macaque	7	chr7
Euarch	6	81825433	83444499	-1	Dog	15	chr15
Euarch	6	2264355	9575916	1	Tenrec	s1056	scaffold00005
Euarch	6	63019242	63499539	1	Pig	1	chr1
Euarch	6	119231275	125598884	1	Shrew	s1193	scaffold00050
Euarch	6	0	52521147	-1	Horse	24	chr24
Euarch	6	130558899	131300901	1	Human	15	chr15
Euarch	6	102805588	115286151	-1	Cow	10	chr10
Euarch	6	52521147	62188884	-1	Rhesus macaque	7	chr7
Euarch	6	115398341	122503346	1	Pig	1	chr1
Euarch	6	5666058	9575916	-1	Guinea pig	s1030	scaffold_114
Euarch	6	131300901	135843583	-1	Gorilla	15	chr15
Euarch	6	63019242	64540480	-1	Hedgehog	s1100	scaffold00515
Euarch	6	102706728	104755559	-1	Hedgehog	s1118	scaffold00592
Euarch	6	0	442623	1	Hedgehog	s1070	scaffold00565
Euarch	6	92473802	92891309	1	Hedgehog	s1112	scaffold00920
Euarch	6	131300901	135843583	1	Shrew	s1196	scaffold00107
Euarch	6	52929107	62719138	-1	Rat	6	chr6
Euarch	6	10205133	10851753	1	Guinea pig	s1032	scaffold_114
Euarch	6	45053683	49470674	1	Guinea pig	s1035	scaffold_20
Euarch	6	142698327	145437418	1	Shrew	s1199	scaffold00109
Euarch	6	145437418	147742852	-1	Chicken	10	chr10
Euarch	6	124637686	125598884	1	Chicken	10	chr10
Euarch	6	131300901	135843583	-1	Orangutan	15	chr15
Euarch	6	126822022	152383573	-1	Mouse	7	chr7
Euarch	6	78891614	99252598	1	Shrew	s1185	scaffold00038
Euarch	6	0	2264355	-1	Tenrec	s1055	scaffold00005
