Primate	24	6730806	7924986	1	Hedgehog	s2532	scaffold00170
Primate	24	29384361	29962702	-1	Pig	14	chr14
Primate	24	16158289	16850268	1	Marmoset	1	chr1
Primate	24	16850268	32053174	-1	Marmoset	1	chr1
Primate	24	22377593	25852051	1	Mouse	5	chr5
Primate	24	7004883	11424764	-1	Chicken	1	chr1
Primate	24	28048654	29384361	-1	Horse	8	chr8
Primate	24	18732994	25852051	-1	Goat	17	chr17
Primate	24	18690204	25852051	1	Elephant	s2556	scaffold_68
Primate	24	30676849	32053174	1	Tenrec	s2528	scaffold00046
Primate	24	1158096	5223000	1	Hedgehog	s2530	scaffold00178
Primate	24	25852051	32053174	-1	Rhesus macaque	10	chr10
Primate	24	29384361	30676849	1	Tenrec	s2527	scaffold00009
Primate	24	0	18380679	1	Dog	10	chr10
Primate	24	0	302289	-1	Elephant	s2550	scaffold_216
Primate	24	9348372	10103810	-1	Opossum	8	chr8
Primate	24	31446193	32053174	-1	Chicken	1	chr1
Primate	24	25852051	27712994	1	Rat	20	chr20
Primate	24	30776664	32053174	-1	Goat	5	chr5
Primate	24	30848904	32053174	-1	Pig	5	chr5
Primate	24	28007630	28186658	1	Dog	26	chr26
Primate	24	29384361	32053174	-1	Gorilla	22	chr22
Primate	24	25140735	25852051	-1	Guinea pig	s2514	scaffold_4
Primate	24	25852051	27669249	1	Elephant	s2557	scaffold_68
Primate	24	26637686	29072818	-1	Rabbit	21	chr21
Primate	24	10677055	11168729	-1	Opossum	8	chr8
Primate	24	30692576	32053174	1	Shrew	s2574	scaffold00100
Primate	24	26650611	28261489	-1	Hedgehog	s2544	scaffold00399
Primate	24	0	18421104	1	Pika	s2563	scaffold00039
Primate	24	0	25396089	-1	Rhesus macaque	10	chr10
Primate	24	25396089	25852051	1	Rhesus macaque	10	chr10
Primate	24	18259400	25852051	-1	Pig	14	chr14
Primate	24	24396321	25852051	1	Hedgehog	s2542	scaffold00266
Primate	24	14776054	15520788	1	Hedgehog	s2535	scaffold00839
Primate	24	25396089	25852051	-1	Tenrec	s2525	scaffold00009
Primate	24	11424764	19216130	1	Chicken	1	chr1
Primate	24	24806607	25396089	1	Rat	19	chr19
Primate	24	29384361	32053174	-1	Human	22	chr22
Primate	24	18529514	20594678	1	Tenrec	s2523	scaffold00131
Primate	24	18421104	25852051	-1	Pika	s2564	scaffold00051
Primate	24	0	15155307	-1	Mouse	15	chr15
Primate	24	21566525	24396321	1	Hedgehog	s2541	scaffold00436
Primate	24	29384361	32053174	-1	Rabbit	8	chr8
Primate	24	25852051	30998822	1	Pika	s2565	scaffold00051
Primate	24	17564322	18239582	-1	Shrew	s2569	scaffold00145
Primate	24	1726250	7020877	-1	Opossum	8	chr8
Primate	24	0	15191526	-1	Rat	7	chr7
Primate	24	30612513	31044918	-1	Elephant	s2561	scaffold_140
Primate	24	29384361	30612513	-1	Elephant	s2560	scaffold_68
Primate	24	31650596	32053174	1	Pika	s2567	scaffold00034
Primate	24	29359206	29384361	1	Dog	26	chr26
Primate	24	18380679	25852051	-1	Dog	26	chr26
Primate	24	8796770	9348372	1	Opossum	8	chr8
Primate	24	30374277	31080555	-1	Opossum	3	chr3
Primate	24	19216130	20459107	1	Chicken	15	chr15
Primate	24	25852051	26637686	-1	Rabbit	21	chr21
Primate	24	29384361	32053174	-1	Orangutan	22	chr22
Primate	24	18098835	19608230	-1	Hedgehog	s2539	scaffold00043
Primate	24	7020877	8796770	-1	Opossum	8	chr8
Primate	24	20594678	25396089	-1	Tenrec	s2524	scaffold00101
Primate	24	18153263	19148360	-1	Opossum	3	chr3
Primate	24	11166641	14776054	1	Hedgehog	s2534	scaffold00103
Primate	24	25852051	28382187	1	Guinea pig	s2515	scaffold_4
Primate	24	0	1158096	1	Hedgehog	s2529	scaffold00103
Primate	24	19099181	22377593	1	Mouse	11	chr11
Primate	24	15191526	17630726	-1	Rat	19	chr19
Primate	24	25852051	28007630	-1	Dog	26	chr26
Primate	24	15520788	16158289	-1	Hedgehog	s2536	scaffold00579
Primate	24	10103810	10677055	1	Opossum	8	chr8
Primate	24	29384361	31446193	-1	Chicken	15	chr15
Primate	24	29072818	29384361	-1	Opossum	3	chr3
Primate	24	29072818	29384361	1	Chimpanzee	22	chr22
Primate	24	28186658	29359206	-1	Dog	26	chr26
Primate	24	26264703	27638610	-1	Pig	14	chr14
Primate	24	29072818	29384361	1	Gorilla	22	chr22
Primate	24	5219164	12904556	-1	Goat	5	chr5
Primate	24	29384361	32053174	1	Horse	6	chr6
Primate	24	28382187	29072818	-1	Guinea pig	s2516	scaffold_4
Primate	24	11980910	18153263	-1	Opossum	8	chr8
Primate	24	29384361	30692576	-1	Shrew	s2573	scaffold00027
Primate	24	29384361	29814323	1	Cow	17	chr17
Primate	24	30253414	30848904	-1	Pig	14	chr14
Primate	24	25852051	29072818	1	Goat	17	chr17
Primate	24	29072818	29384361	1	Hedgehog	s2546	scaffold00678
Primate	24	29384361	30776664	-1	Goat	17	chr17
Primate	24	23977764	25852051	-1	Opossum	3	chr3
Primate	24	16850268	18098835	1	Hedgehog	s2538	scaffold00579
Primate	24	7642923	12878484	-1	Tenrec	s2521	scaffold00008
Primate	24	22764874	24806607	-1	Rat	12	chr12
Primate	24	27167798	28048654	1	Horse	8	chr8
Primate	24	27712994	30713027	-1	Rat	11	chr11
Primate	24	6108067	15448924	1	Elephant	s2554	scaffold_73
Primate	24	7924986	11166641	-1	Hedgehog	s2533	scaffold00204
Primate	24	0	1644211	1	Guinea pig	s2508	scaffold_184
Primate	24	25852051	27535195	1	Cow	17	chr17
Primate	24	0	7004883	-1	Chicken	1	chr1
Primate	24	4228727	5310816	1	Guinea pig	s2510	scaffold_216
Primate	24	19608230	21566525	1	Hedgehog	s2540	scaffold00424
Primate	24	0	7642923	1	Tenrec	s2520	scaffold00008
Primate	24	25396089	25852051	-1	Rat	12	chr12
Primate	24	25852051	29072818	1	Chicken	15	chr15
Primate	24	30469736	32053174	-1	Cow	5	chr5
Primate	24	30867195	32053174	-1	Dog	27	chr27
Primate	24	0	17564322	-1	Shrew	s2568	scaffold00043
Primate	24	29384361	30110672	-1	Hedgehog	s2547	scaffold00653
Primate	24	12904556	18732994	-1	Goat	5	chr5
Primate	24	30713027	32053174	-1	Rat	4	chr4
Primate	24	25852051	29384361	-1	Tenrec	s2526	scaffold00124
Primate	24	27933510	30868357	1	Mouse	16	chr16
Primate	24	27939236	29072818	1	Cow	17	chr17
Primate	24	0	862474	1	Pig	5	chr5
Primate	24	21019189	25396089	-1	Rabbit	21	chr21
Primate	24	2113381	6108067	-1	Elephant	s2553	scaffold_102
Primate	24	11168729	11980910	1	Opossum	8	chr8
Primate	24	18530691	19099181	-1	Mouse	5	chr5
Primate	24	30998822	31650596	1	Pika	s2566	scaffold00004
Primate	24	0	29072818	-1	Orangutan	22	chr22
Primate	24	25852051	27258738	-1	Shrew	s2571	scaffold00027
Primate	24	27258738	29384361	1	Shrew	s2572	scaffold00027
Primate	24	31044918	32053174	1	Elephant	s2562	scaffold_15
Primate	24	12878484	18529514	1	Tenrec	s2522	scaffold00008
Primate	24	31080555	32053174	-1	Opossum	8	chr8
Primate	24	12053537	18789016	-1	Cow	5	chr5
Primate	24	0	29072818	-1	Chimpanzee	22	chr22
Primate	24	5223000	6730806	1	Hedgehog	s2531	scaffold00561
Primate	24	27669249	28075076	-1	Elephant	s2558	scaffold_68
Primate	24	17630726	18484512	1	Rat	7	chr7
