Hominini	13	85929783	89462126	1	Hedgehog	s1064	scaffold00313
Hominini	13	112528488	114737579	1	Hedgehog	s1070	scaffold00466
Hominini	13	69326992	72565855	-1	Horse	23	chr23
Hominini	13	114737579	117110246	-1	Hedgehog	s1071	scaffold00151
Hominini	13	103153024	117110246	1	Chicken	17	chr17
Hominini	13	42106091	42641673	1	Gorilla	9	chr9
Hominini	13	4308352	23771758	1	Tenrec	s1024	scaffold00025
Hominini	13	41212725	43915106	1	Rhesus macaque	15	chr15
Hominini	13	71795798	89733311	-1	Tenrec	s1031	scaffold00049
Hominini	13	43915106	62123680	1	Guinea pig	s1015	scaffold_21
Hominini	13	97946938	106684828	1	Hedgehog	s1067	scaffold00042
Hominini	13	37021549	40827072	1	Opossum	6	chr6
Hominini	13	62385748	66290541	-1	Hedgehog	s1058	scaffold00041
Hominini	13	58658035	63210093	1	Rat	5	chr5
Hominini	13	4392958	6936984	-1	Hedgehog	s1038	scaffold00278
Hominini	13	41212725	43915106	-1	Hedgehog	s1052	scaffold00867
Hominini	13	64797648	69294119	1	Marmoset	1	chr1
Hominini	13	106741199	117110246	-1	Tenrec	s1034	scaffold00074
Hominini	13	71799490	105461057	1	Mouse	4	chr4
Hominini	13	82781517	87029022	1	Rabbit	1	chr1
Hominini	13	0	6137130	1	Dog	1	chr1
Hominini	13	0	22500233	-1	Guinea pig	s1011	scaffold_21
Hominini	13	63210093	67124335	-1	Rat	17	chr17
Hominini	13	61920849	67818790	1	Goat	8	chr8
Hominini	13	28225248	34506874	1	Chicken	Z	chrZ
Hominini	13	77172092	79777222	1	Cow	8	chr8
Hominini	13	35662766	37286558	1	Goat	8	chr8
Hominini	13	62617517	67637899	-1	Pika	s1084	scaffold00010
Hominini	13	89733311	103526841	1	Tenrec	s1032	scaffold00066
Hominini	13	0	40827072	1	Chimpanzee	9	chr9
Hominini	13	69386885	71525951	-1	Pig	10	chr10
Hominini	13	43915106	54669979	1	Tenrec	s1027	scaffold00079
Hominini	13	39140672	40827072	1	Marmoset	1	chr1
Hominini	13	72834983	77421930	-1	Opossum	6	chr6
Hominini	13	3800487	40827072	-1	Elephant	s1073	scaffold_6
Hominini	13	101952463	117110246	-1	Pika	s1087	scaffold00063
Hominini	13	60903380	65088586	-1	Pig	10	chr10
Hominini	13	72041369	74791599	-1	Elephant	s1077	scaffold_107
Hominini	13	10668556	12657015	1	Hedgehog	s1040	scaffold00539
Hominini	13	37280674	40827072	1	Cow	8	chr8
Hominini	13	105461057	111495885	1	Mouse	2	chr2
Hominini	13	78170397	103658246	1	Goat	8	chr8
Hominini	13	69785098	71799490	1	Mouse	13	chr13
Hominini	13	24437566	25848617	-1	Hedgehog	s1043	scaffold00705
Hominini	13	65163037	71792912	1	Shrew	s1092	scaffold00001
Hominini	13	26947550	28114988	-1	Hedgehog	s1045	scaffold00760
Hominini	13	41212725	43915106	1	Rat	17	chr17
Hominini	13	0	28225248	1	Chicken	Z	chrZ
Hominini	13	76258536	93449750	1	Shrew	s1095	scaffold00001
Hominini	13	28114988	29064713	1	Hedgehog	s1046	scaffold00827
Hominini	13	43915106	117110246	1	Chimpanzee	9	chr9
Hominini	13	72565855	117110246	1	Horse	25	chr25
Hominini	13	3120743	4392958	1	Hedgehog	s1037	scaffold00722
Hominini	13	65251816	72740941	1	Rhesus macaque	15	chr15
Hominini	13	28549234	36397766	-1	Pig	10	chr10
Hominini	13	46026029	48075050	1	Hedgehog	s1054	scaffold00504
Hominini	13	0	5838687	1	Rat	1	chr1
Hominini	13	0	3800487	-1	Elephant	s1072	scaffold_88
Hominini	13	70392073	72834983	-1	Opossum	6	chr6
Hominini	13	66685798	69785098	1	Mouse	13	chr13
Hominini	13	40827072	41212725	1	Pig	7	chr7
Hominini	13	91614806	103153024	1	Chicken	17	chr17
Hominini	13	38267044	40827072	-1	Tenrec	s1026	scaffold00049
Hominini	13	54318374	56398859	1	Opossum	6	chr6
Hominini	13	101521822	105783707	-1	Rhesus macaque	15	chr15
Hominini	13	43915106	54318374	-1	Opossum	6	chr6
Hominini	13	59551470	62385748	-1	Hedgehog	s1057	scaffold00378
Hominini	13	41078306	41094310	-1	Gorilla	9	chr9
Hominini	13	31974827	33678453	1	Hedgehog	s1049	scaffold00244
Hominini	13	35727669	37280674	1	Cow	8	chr8
Hominini	13	69294119	117110246	1	Marmoset	1	chr1
Hominini	13	22500233	34225073	1	Guinea pig	s1012	scaffold_2
Hominini	13	22901109	24437566	-1	Hedgehog	s1042	scaffold00640
Hominini	13	66703068	68093832	-1	Opossum	6	chr6
Hominini	13	70219787	72342794	-1	Guinea pig	s1018	scaffold_42
Hominini	13	69634156	71603156	-1	Rat	17	chr17
Hominini	13	2868116	19470096	1	Opossum	6	chr6
Hominini	13	114957245	117110246	1	Mouse	2	chr2
Hominini	13	74791599	78307686	-1	Elephant	s1078	scaffold_6
Hominini	13	0	5921909	1	Mouse	19	chr19
Hominini	13	84262980	86422691	-1	Opossum	6	chr6
Hominini	13	36397766	40827072	1	Pig	1	chr1
Hominini	13	34506874	40827072	1	Chicken	Z	chrZ
Hominini	13	71603156	104971611	1	Rat	5	chr5
Hominini	13	62123680	67858980	-1	Guinea pig	s1016	scaffold_11
Hominini	13	0	36715709	1	Horse	23	chr23
Hominini	13	6936984	10668556	-1	Hedgehog	s1039	scaffold00254
Hominini	13	66266485	69463278	1	Elephant	s1075	scaffold_117
Hominini	13	43915106	58849796	-1	Mouse	19	chr19
Hominini	13	0	40827072	-1	Orangutan	9	chr9
Hominini	13	43915106	49399041	-1	Shrew	s1090	scaffold00001
Hominini	13	71525951	117110246	1	Pig	1	chr1
Hominini	13	104800600	115135069	1	Opossum	1	chr1
Hominini	13	68093832	70392073	1	Opossum	6	chr6
Hominini	13	30030239	31974827	-1	Hedgehog	s1048	scaffold00547
Hominini	13	43915106	76358944	1	Rabbit	1	chr1
Hominini	13	33678453	37719041	-1	Hedgehog	s1050	scaffold00188
Hominini	13	34703441	37021549	-1	Opossum	6	chr6
Hominini	13	56398859	64801630	-1	Opossum	6	chr6
Hominini	13	0	41070165	1	Gorilla	9	chr9
Hominini	13	65088586	69386885	1	Pig	14	chr14
Hominini	13	43915106	117110246	1	Orangutan	9	chr9
Hominini	13	40827072	41212725	1	Chimpanzee	9	chr9
Hominini	13	78307686	117110246	-1	Elephant	s1079	scaffold_6
Hominini	13	41212725	43915106	1	Rabbit	9	chr9
Hominini	13	43184794	43915106	-1	Gorilla	9	chr9
Hominini	13	60508381	65205120	1	Tenrec	s1029	scaffold00113
Hominini	13	0	4308352	1	Tenrec	s1023	scaffold00090
Hominini	13	72413848	74436656	1	Cow	8	chr8
Hominini	13	1114149	3120743	-1	Hedgehog	s1036	scaffold00489
Hominini	13	34225073	40827072	1	Guinea pig	s1013	scaffold_27
Hominini	13	25848617	26947550	1	Hedgehog	s1044	scaffold00814
Hominini	13	37719041	40827072	1	Hedgehog	s1051	scaffold00227
Hominini	13	41212725	43915106	-1	Opossum	6	chr6
Hominini	13	73117034	75161245	1	Goat	8	chr8
Hominini	13	87892372	104800600	1	Opossum	1	chr1
Hominini	13	5921909	28748455	1	Mouse	4	chr4
Hominini	13	54669979	60508381	1	Tenrec	s1028	scaffold00082
Hominini	13	6160028	40827072	-1	Pika	s1081	scaffold00010
Hominini	13	33686185	34703441	1	Opossum	6	chr6
Hominini	13	104144734	117110246	-1	Shrew	s1098	scaffold00065
Hominini	13	43915106	61920849	1	Goat	8	chr8
Hominini	13	0	35727669	-1	Cow	8	chr8
Hominini	13	89462126	95030721	-1	Hedgehog	s1065	scaffold00162
Hominini	13	19470096	33686185	1	Opossum	6	chr6
Hominini	13	103658246	117110246	1	Goat	11	chr11
Hominini	13	43915106	63220363	-1	Horse	23	chr23
Hominini	13	103526841	106741199	-1	Tenrec	s1033	scaffold00126
Hominini	13	73889420	76258536	-1	Shrew	s1094	scaffold00006
Hominini	13	111495885	114957245	-1	Mouse	2	chr2
Hominini	13	72740941	101521822	-1	Rhesus macaque	15	chr15
Hominini	13	72342794	84117282	1	Guinea pig	s1019	scaffold_27
Hominini	13	0	1114149	1	Hedgehog	s1035	scaffold00382
Hominini	13	95030721	97946938	-1	Hedgehog	s1066	scaffold00407
Hominini	13	43915106	64797648	-1	Marmoset	1	chr1
Hominini	13	68166644	71011941	1	Hedgehog	s1060	scaffold00041
Hominini	13	43915106	58658035	-1	Rat	1	chr1
Hominini	13	67124335	69634156	-1	Rat	17	chr17
Hominini	13	0	6160028	-1	Pika	s1080	scaffold00050
Hominini	13	0	40827072	1	Shrew	s1088	scaffold00001
Hominini	13	67858980	70219787	1	Guinea pig	s1017	scaffold_167
Hominini	13	67818790	73117034	-1	Goat	8	chr8
Hominini	13	78855484	82763039	1	Opossum	6	chr6
Hominini	13	76358944	82781517	-1	Rabbit	1	chr1
Hominini	13	43915106	79102512	1	Chicken	Z	chrZ
Hominini	13	0	35662766	-1	Goat	8	chr8
Hominini	13	77421930	78855484	1	Opossum	6	chr6
Hominini	13	42641673	43184794	1	Gorilla	9	chr9
Hominini	13	48075050	50946058	-1	Hedgehog	s1055	scaffold00397
Hominini	13	29064713	30030239	1	Hedgehog	s1047	scaffold00903
Hominini	13	88273515	101952463	1	Pika	s1086	scaffold00073
Hominini	13	63220363	67300400	-1	Horse	23	chr23
Hominini	13	43915106	66266485	-1	Elephant	s1074	scaffold_6
Hominini	13	43915106	46026029	-1	Hedgehog	s1053	scaffold00382
Hominini	13	43915106	65251816	1	Rhesus macaque	15	chr15
Hominini	13	41070165	41078306	-1	Gorilla	9	chr9
Hominini	13	6137130	40827072	1	Dog	11	chr11
Hominini	13	5838687	29722530	1	Rat	5	chr5
Hominini	13	114928115	117110246	1	Rat	3	chr3
Hominini	13	0	28549234	-1	Pig	1	chr1
Hominini	13	71792912	73889420	1	Shrew	s1093	scaffold00174
Hominini	13	75161245	78170397	1	Goat	8	chr8
Hominini	13	93449750	95411911	-1	Shrew	s1096	scaffold00179
Hominini	13	0	39140672	1	Marmoset	1	chr1
Hominini	13	43915106	117110246	1	Gorilla	9	chr9
Hominini	13	58849796	63149506	1	Mouse	4	chr4
Hominini	13	109372967	112528488	-1	Hedgehog	s1069	scaffold00326
Hominini	13	95411911	104144734	-1	Shrew	s1097	scaffold00085
Hominini	13	41212725	43915106	-1	Marmoset	1	chr1
Hominini	13	73939982	101046141	1	Dog	11	chr11
Hominini	13	104971611	111752230	1	Rat	3	chr3
Hominini	13	12657015	22901109	-1	Hedgehog	s1041	scaffold00026
Hominini	13	101046141	117110246	-1	Dog	9	chr9
Hominini	13	43915106	56150478	1	Pika	s1082	scaffold00050
