Boreo	4	28696616	30049783	-1	Hedgehog	s741	scaffold00480
Boreo	4	76355185	97292462	1	Elephant	s794	scaffold_1
Boreo	4	130326275	132093545	1	Chicken	13	chr13
Boreo	4	115568988	116051506	1	Cow	7	chr7
Boreo	4	52864532	55590622	-1	Guinea pig	s690	scaffold_124
Boreo	4	90504922	92303251	1	Hedgehog	s764	scaffold00566
Boreo	4	97219922	132857551	1	Pig	2	chr2
Boreo	4	92972726	94129264	1	Guinea pig	s700	scaffold_123
Boreo	4	120216098	130326275	1	Mouse	18	chr18
Boreo	4	135619321	137743420	-1	Hedgehog	s782	scaffold00390
Boreo	4	92303251	93377369	-1	Hedgehog	s765	scaffold00606
Boreo	4	7948449	9564242	-1	Rabbit	11	chr11
Boreo	4	28291715	28696616	1	Hedgehog	s740	scaffold00957
Boreo	4	113505164	117127712	-1	Rat	10	chr10
Boreo	4	45087997	45918633	-1	Rat	2	chr2
Boreo	4	116357388	157469024	1	Elephant	s798	scaffold_1
Boreo	4	25600431	27377858	-1	Hedgehog	s738	scaffold00623
Boreo	4	123504789	127578849	1	Hedgehog	s776	scaffold00096
Boreo	4	111333473	112257162	-1	Opossum	6	chr6
Boreo	4	39741497	63089314	1	Shrew	s812	scaffold00033
Boreo	4	0	7948449	-1	Pika	s801	scaffold00104
Boreo	4	5771501	28844960	-1	Chicken	2	chr2
Boreo	4	37702980	39741497	1	Tenrec	s723	scaffold00136
Boreo	4	112257162	120680892	1	Rhesus	6	chr6
Boreo	4	1005378	1447347	-1	Rhesus	14	chr14
Boreo	4	73005715	84367609	1	Shrew	s814	scaffold00063
Boreo	4	94129264	96728482	1	Guinea pig	s701	scaffold_1
Boreo	4	0	7948449	-1	Mouse	13	chr13
Boreo	4	130326275	156744617	-1	Dog	4	chr4
Boreo	4	85893675	88389851	1	Mouse	1	chr1
Boreo	4	30699750	31107195	-1	Hedgehog	s743	scaffold00862
Boreo	4	99765179	115221522	-1	Cow	7	chr7
Boreo	4	60056194	61317072	-1	Hedgehog	s753	scaffold00514
Boreo	4	121516222	159394144	1	Rhesus	6	chr6
Boreo	4	0	13730478	-1	Dog	34	chr34
Boreo	4	120680892	121516222	-1	Rhesus	5	chr5
Boreo	4	99765179	115221522	-1	capHir1	7	chr7
Boreo	4	130326275	132857551	-1	Rat	18	chr18
Boreo	4	91376031	95820457	1	Cow	7	chr7
Boreo	4	0	1790790	-1	Shrew	s809	scaffold00191
Boreo	4	147914822	153728352	-1	Hedgehog	s788	scaffold00133
Boreo	4	109965547	112257162	1	Chicken	Z	chrZ
Boreo	4	158918929	159394144	1	Dog	11	chr11
Boreo	4	95994851	96728482	-1	Opossum	6	chr6
Boreo	4	0	9564242	1	White rhinoceros	s715	JH767810
Boreo	4	84002988	85675344	1	Opossum	3	chr3
Boreo	4	117127712	120216098	1	Mouse	13	chr13
Boreo	4	142642576	144676930	1	Hedgehog	s786	scaffold00149
Boreo	4	154589482	156744617	-1	Rat	17	chr17
Boreo	4	13730478	47298154	-1	Dog	4	chr4
Boreo	4	156744617	158918929	-1	Dog	11	chr11
Boreo	4	9564242	11487442	-1	Hedgehog	s731	scaffold00236
Boreo	4	95820457	97219922	-1	Pig	2	chr2
Boreo	4	154053164	154589482	-1	Mouse	13	chr13
Boreo	4	84961694	86332908	1	Hedgehog	s761	scaffold00477
Boreo	4	134578626	135619321	1	Hedgehog	s781	scaffold00719
Boreo	4	0	63089314	-1	Cow	20	chr20
Boreo	4	133257071	134051739	1	Guinea pig	s710	scaffold_81
Boreo	4	154589482	155531480	-1	Cow	10	chr10
Boreo	4	75179255	79804772	-1	Hedgehog	s756	scaffold00095
Boreo	4	139503922	152255817	-1	Chicken	13	chr13
Boreo	4	7948449	39741497	-1	Mouse	15	chr15
Boreo	4	99188858	101404254	-1	Opossum	6	chr6
Boreo	4	116051506	129067033	1	Cow	7	chr7
Boreo	4	102346690	123018013	1	Shrew	s822	scaffold00039
Boreo	4	121516222	130326275	1	Dog	2	chr2
Boreo	4	1005378	9564242	-1	Pig	16	chr16
Boreo	4	157469024	158918929	1	Elephant	s799	scaffold_1
Boreo	4	103685134	113505164	1	Hedgehog	s771	scaffold00015
Boreo	4	69099524	159394144	1	Gorilla	5	chr5
Boreo	4	120216098	132857551	1	Guinea pig	s708	scaffold_6
Boreo	4	158390575	158918929	1	Guinea pig	s713	scaffold_255
Boreo	4	156744617	158390575	-1	Guinea pig	s712	scaffold_176
Boreo	4	121516222	122746133	1	Chicken	13	chr13
Boreo	4	156435983	156744617	1	Chicken	13	chr13
Boreo	4	104606006	106354836	1	Chicken	Z	chrZ
Boreo	4	96728482	103162347	1	Guinea pig	s702	scaffold_17
Boreo	4	122746133	123504789	-1	Chicken	13	chr13
Boreo	4	148474218	154589482	1	capHir1	20	chr20
Boreo	4	62146885	75179255	1	Hedgehog	s755	scaffold00007
Boreo	4	83975287	98142854	-1	Chicken	Z	chrZ
Boreo	4	20303479	22386442	1	Hedgehog	s735	scaffold00402
Boreo	4	17585411	83975287	-1	Chimp	5	chr5
Boreo	4	42393372	48247928	-1	Hedgehog	s747	scaffold00093
Boreo	4	59286081	60056194	-1	Hedgehog	s752	scaffold00721
Boreo	4	75637266	83975287	-1	Rat	2	chr2
Boreo	4	115221522	115568988	1	Cow	7	chr7
Boreo	4	1005378	1790790	-1	capHir1	20	chr20
Boreo	4	135619321	154053164	-1	Rat	10	chr10
Boreo	4	132857551	140998566	1	Opossum	1	chr1
Boreo	4	101676103	108344965	-1	Opossum	6	chr6
Boreo	4	0	1005378	1	Rhesus	6	chr6
Boreo	4	61317072	62146885	1	Hedgehog	s754	scaffold00674
Boreo	4	130326275	132857551	1	Shrew	s825	scaffold00166
Boreo	4	80398531	81995548	1	Hedgehog	s758	scaffold00544
Boreo	4	63089314	68139146	1	capHir1	10	chr10
Boreo	4	154053164	154589482	1	Rat	17	chr17
Boreo	4	103685134	113505164	1	Mouse	18	chr18
Boreo	4	154589482	155531480	-1	capHir1	10	chr10
Boreo	4	3404472	5253783	-1	Shrew	s810	scaffold00012
Boreo	4	158918929	159394144	1	Cow	7	chr7
Boreo	4	152255817	153052319	1	Mouse	17	chr17
Boreo	4	60056194	61317072	-1	Guinea pig	s693	scaffold_181
Boreo	4	158918929	159394144	-1	Elephant	s800	scaffold_1
Boreo	4	64510670	64918254	1	Opossum	3	chr3
Boreo	4	34867322	42393372	1	Hedgehog	s746	scaffold00076
Boreo	4	117127712	120216098	1	Guinea pig	s707	scaffold_17
Boreo	4	118169030	119229191	-1	Hedgehog	s774	scaffold00635
Boreo	4	9564242	76355185	1	Elephant	s793	scaffold_7
Boreo	4	129734899	157469024	-1	Pika	s806	scaffold00028
Boreo	4	115541467	118305526	-1	Opossum	1	chr1
Boreo	4	132857551	135619321	1	Rat	10	chr10
Boreo	4	95820457	96728482	1	Mouse	18	chr18
Boreo	4	79804772	80398531	1	Hedgehog	s757	scaffold01057
Boreo	4	30648724	42514490	-1	Opossum	3	chr3
Boreo	4	137197473	149453805	1	Marmoset	2	chr2
Boreo	4	0	159394144	1	Human	5	chr5
Boreo	4	95820457	97219922	-1	Cow	10	chr10
Boreo	4	0	116715489	-1	Marmoset	2	chr2
Boreo	4	29424657	30049783	-1	Opossum	3	chr3
Boreo	4	68139146	83975287	-1	Chicken	Z	chrZ
Boreo	4	158918929	159394144	-1	Marmoset	2	chr2
Boreo	4	155531480	157469024	1	Cow	7	chr7
Boreo	4	64918254	68139146	-1	Opossum	3	chr3
Boreo	4	139503922	149453805	-1	Shrew	s828	scaffold00048
Boreo	4	9564242	9969065	-1	Pig	16	chr16
Boreo	4	85581985	86332908	-1	Shrew	s816	scaffold00128
Boreo	4	130326275	132857551	-1	Mouse	18	chr18
Boreo	4	88389851	91376031	-1	Cow	7	chr7
Boreo	4	157469024	158918929	-1	Cow	7	chr7
Boreo	4	98792695	102346690	1	Shrew	s821	scaffold00118
Boreo	4	113505164	115541467	1	Opossum	1	chr1
Boreo	4	156744617	158918929	1	Shrew	s831	scaffold00082
Boreo	4	60056194	64510670	1	Opossum	3	chr3
Boreo	4	1447347	25600431	1	Rhesus	6	chr6
Boreo	4	132857551	155097100	-1	Pig	16	chr16
Boreo	4	30588910	60056194	1	Chicken	Z	chrZ
Boreo	4	68139146	84002988	-1	Opossum	3	chr3
Boreo	4	48247928	48809660	-1	Hedgehog	s748	scaffold00783
Boreo	4	23301291	25600431	-1	Hedgehog	s737	scaffold00490
Boreo	4	15563986	17585411	1	Hedgehog	s733	scaffold00236
Boreo	4	156744617	157469024	-1	Chicken	13	chr13
Boreo	4	88389851	89184744	-1	Mouse	1	chr1
Boreo	4	25600431	52864532	-1	Guinea pig	s689	scaffold_29
Boreo	4	28765500	29424657	1	Opossum	3	chr3
Boreo	4	20303479	25600431	1	Guinea pig	s688	scaffold_97
Boreo	4	39741497	84367609	-1	Tenrec	s724	scaffold00016
Boreo	4	31107195	32890741	1	Hedgehog	s744	scaffold00497
Boreo	4	0	17585411	1	Chimp	5	chr5
Boreo	4	83975287	159394144	1	Chimp	5	chr5
Boreo	4	140574461	142642576	-1	Hedgehog	s785	scaffold00149
Boreo	4	158037278	158918929	1	Marmoset	2	chr2
Boreo	4	158823860	158918929	-1	Chicken	13	chr13
Boreo	4	48809660	54716283	1	Hedgehog	s749	scaffold00063
Boreo	4	118305526	120216098	1	Opossum	1	chr1
Boreo	4	157469024	158918929	-1	Tenrec	s727	scaffold00002
Boreo	4	55590622	56919784	-1	Guinea pig	s691	scaffold_183
Boreo	4	63089314	68139146	1	Cow	10	chr10
Boreo	4	44517469	45087997	-1	Rat	2	chr2
Boreo	4	100982032	103162347	1	Hedgehog	s770	scaffold00352
Boreo	4	95820457	96728482	1	Hedgehog	s767	scaffold00558
Boreo	4	7948449	58190930	1	Pika	s802	scaffold00017
Boreo	4	66891521	95820457	1	Rabbit	11	chr11
Boreo	4	5771501	39741497	-1	Shrew	s811	scaffold00016
Boreo	4	60056194	68139146	-1	Chicken	Z	chrZ
Boreo	4	1790790	63089314	-1	capHir1	20	chr20
Boreo	4	97219922	98792695	1	Shrew	s820	scaffold00058
Boreo	4	22386442	23301291	-1	Hedgehog	s736	scaffold00736
Boreo	4	95820457	96728482	1	Rat	18	chr18
Boreo	4	89184744	95820457	1	Mouse	17	chr17
Boreo	4	9969065	61317072	1	Pig	16	chr16
Boreo	4	68139146	88076752	-1	Guinea pig	s698	scaffold_1
Boreo	4	98792695	99336032	1	Chicken	Z	chrZ
Boreo	4	120680892	121516222	-1	Chicken	13	chr13
Boreo	4	158083314	158918929	-1	Opossum	1	chr1
Boreo	4	130326275	144676930	1	Cow	7	chr7
Boreo	4	156744617	157469024	1	Opossum	1	chr1
Boreo	4	158918929	159394144	1	Rabbit	11	chr11
Boreo	4	156744617	157469024	1	Marmoset	2	chr2
Boreo	4	104062152	121516222	1	Dog	11	chr11
Boreo	4	14054716	60056194	1	White rhinoceros	s717	JH767731
Boreo	4	158390575	158823860	-1	Chicken	13	chr13
Boreo	4	0	1005378	1	Tenrec	s720	scaffold00004
Boreo	4	17585411	20303479	-1	Hedgehog	s734	scaffold00611
Boreo	4	83975287	85893675	-1	Rat	1	chr1
Boreo	4	158918929	159171957	1	Tenrec	s728	scaffold00002
Boreo	4	85893675	95820457	1	Rat	9	chr9
Boreo	4	115221522	148474218	1	capHir1	7	chr7
Boreo	4	84367609	85581985	1	Shrew	s815	scaffold00184
Boreo	4	61317072	95820457	1	Pig	2	chr2
Boreo	4	116715489	137197473	1	Marmoset	2	chr2
Boreo	4	115546941	120680892	-1	Chicken	13	chr13
Boreo	4	123018013	128586272	-1	Shrew	s823	scaffold00046
Boreo	4	158918929	159394144	-1	Shrew	s832	scaffold00082
Boreo	4	155097100	156435983	-1	Chicken	13	chr13
Boreo	4	95820457	95994851	1	Opossum	3	chr3
Boreo	4	0	60056194	-1	Horse	21	chr21
Boreo	4	0	159394144	1	Orangutan	5	chr5
Boreo	4	1005378	5253783	1	Chicken	2	chr2
Boreo	4	96728482	97219922	1	Hedgehog	s768	scaffold00883
Boreo	4	132857551	134051739	-1	Hedgehog	s779	scaffold00398
Boreo	4	137743420	138396631	1	Hedgehog	s783	scaffold00828
Boreo	4	106354836	109965547	-1	Chicken	Z	chrZ
Boreo	4	114450474	118169030	-1	Hedgehog	s773	scaffold00111
Boreo	4	93377369	95820457	-1	Opossum	3	chr3
Boreo	4	157469024	159394144	1	Hedgehog	s790	scaffold00328
Boreo	4	103162347	103685134	-1	Mouse	18	chr18
Boreo	4	103162347	104062152	-1	Dog	11	chr11
Boreo	4	29712983	30588910	-1	Chicken	Z	chrZ
Boreo	4	45918633	75179255	-1	Rat	2	chr2
Boreo	4	132857551	133257071	-1	Guinea pig	s709	scaffold_81
Boreo	4	9564242	60056194	1	Rabbit	11	chr11
Boreo	4	158918929	159394144	1	capHir1	7	chr7
Boreo	4	101667603	116357388	-1	Elephant	s797	scaffold_1
Boreo	4	68139146	95820457	1	capHir1	7	chr7
Boreo	4	157469024	157553553	1	Opossum	2	chr2
Boreo	4	138396631	140574461	-1	Hedgehog	s784	scaffold00392
Boreo	4	63089314	95820457	-1	Pika	s804	scaffold00024
Boreo	4	60056194	159394144	-1	Horse	14	chr14
Boreo	4	152255817	155097100	1	Chicken	13	chr13
Boreo	4	96728482	103162347	1	Rat	18	chr18
Boreo	4	128586272	132857551	1	Hedgehog	s778	scaffold00053
Boreo	4	90504922	96728482	-1	Shrew	s818	scaffold00087
Boreo	4	120216098	130326275	1	Opossum	1	chr1
Boreo	4	56919784	60056194	1	Guinea pig	s692	scaffold_127
Boreo	4	157469024	158390575	-1	Chicken	13	chr13
Boreo	4	103162347	103685134	-1	Rat	18	chr18
Boreo	4	32890741	34867322	-1	Hedgehog	s745	scaffold00569
Boreo	4	154589482	156744617	1	Mouse	13	chr13
Boreo	4	134051739	134578626	1	Hedgehog	s780	scaffold01068
Boreo	4	158390575	158918929	-1	Pika	s808	scaffold00141
Boreo	4	68139146	88389851	1	Cow	7	chr7
Boreo	4	56459678	59286081	1	Hedgehog	s751	scaffold00205
Boreo	4	95820457	97219922	-1	capHir1	10	chr10
Boreo	4	103685134	113505164	1	Rat	18	chr18
Boreo	4	117127712	120216098	-1	Rat	17	chr17
Boreo	4	96728482	97219922	-1	Opossum	3	chr3
Boreo	4	135619321	152255817	-1	Mouse	11	chr11
Boreo	4	39741497	83975287	-1	Mouse	13	chr13
Boreo	4	0	69099524	-1	Gorilla	17	chr17
Boreo	4	110767822	111333473	-1	Opossum	3	chr3
Boreo	4	0	1005378	-1	Elephant	s791	scaffold_169
Boreo	4	0	1005378	-1	Chicken	2	chr2
Boreo	4	75179255	75637266	1	Rat	2	chr2
Boreo	4	1447347	7948449	1	Rat	17	chr17
Boreo	4	1005378	6783884	1	Tenrec	s721	scaffold00004
Boreo	4	85675344	93377369	1	Opossum	3	chr3
Boreo	4	63089314	73005715	1	Shrew	s813	scaffold00064
Boreo	4	112257162	113505164	-1	Chicken	Z	chrZ
Boreo	4	0	3404472	-1	Guinea pig	s685	scaffold_150
Boreo	4	97219922	100982032	1	Hedgehog	s769	scaffold00164
Boreo	4	6783884	20303479	1	Guinea pig	s687	scaffold_55
Boreo	4	1005378	9564242	-1	Elephant	s792	scaffold_7
Boreo	4	154589482	156744617	-1	Shrew	s830	scaffold00048
Boreo	4	97219922	99765179	1	capHir1	10	chr10
Boreo	4	61317072	63089314	1	Guinea pig	s694	scaffold_163
Boreo	4	65039356	68139146	1	Guinea pig	s697	scaffold_83
Boreo	4	148474218	150891664	-1	Cow	20	chr20
Boreo	4	96728482	97219922	1	Dog	4	chr4
Boreo	4	155531480	157469024	1	capHir1	7	chr7
Boreo	4	27377858	28291715	1	Hedgehog	s739	scaffold01213
Boreo	4	153728352	157469024	-1	Hedgehog	s789	scaffold00237
Boreo	4	134051739	156744617	1	Guinea pig	s711	scaffold_17
Boreo	4	113505164	114450474	1	Hedgehog	s772	scaffold00597
Boreo	4	157469024	158390575	1	Pika	s807	scaffold00159
Boreo	4	155531480	156744617	-1	Marmoset	2	chr2
Boreo	4	157553553	158083314	-1	Opossum	1	chr1
Boreo	4	96728482	103162347	1	Mouse	18	chr18
Boreo	4	119229191	123504789	-1	Hedgehog	s775	scaffold00075
Boreo	4	137197473	139503922	1	Shrew	s827	scaffold00048
Boreo	4	113505164	117127712	-1	Mouse	11	chr11
Boreo	4	140998566	141264338	-1	Opossum	1	chr1
Boreo	4	159171957	159394144	-1	Tenrec	s729	scaffold00002
Boreo	4	11487442	15563986	-1	Hedgehog	s732	scaffold00230
Boreo	4	0	1005378	1	capHir1	20	chr20
Boreo	4	9564242	37702980	-1	Tenrec	s722	scaffold00004
Boreo	4	156744617	159394144	-1	Mouse	11	chr11
Boreo	4	130326275	158918929	-1	White rhinoceros	s719	JH767748
Boreo	4	0	1447347	1	Rat	1	chr1
Boreo	4	128586272	130326275	-1	Shrew	s824	scaffold00118
Boreo	4	83975287	85893675	-1	Mouse	17	chr17
Boreo	4	108344965	110767822	1	Opossum	3	chr3
Boreo	4	63089314	63822355	-1	Guinea pig	s695	scaffold_212
Boreo	4	54716283	56459678	1	Hedgehog	s750	scaffold00701
Boreo	4	149453805	155531480	-1	Marmoset	2	chr2
Boreo	4	104606006	113505164	-1	Guinea pig	s705	scaffold_6
Boreo	4	7948449	44517469	-1	Rat	2	chr2
Boreo	4	155097100	156468937	1	Opossum	1	chr1
Boreo	4	95820457	129734899	1	Pika	s805	scaffold00025
Boreo	4	96728482	97219922	-1	Shrew	s819	scaffold00063
Boreo	4	153052319	154053164	1	Mouse	11	chr11
Boreo	4	99336032	103162347	-1	Chicken	Z	chrZ
Boreo	4	60056194	130326275	-1	White rhinoceros	s718	JH767726
Boreo	4	30049783	30648724	1	Opossum	3	chr3
